time,x,y,vx,vy,heading,label
17,20.186224113608862,211.69913335281265,0.0482559505276455,1.554575285379019,0.031031279595704626,Trajectory_1
18,20.113233215036903,213.25211752891425,-0.19393418403390983,1.5450082097680589,-0.1248699907234878,Trajectory_1
19,19.801475276474125,214.77709585733345,-0.42828892992833756,1.4986808820447217,-0.2783578880855184,Trajectory_1
20,19.36096776245862,216.28391335849733,-0.45272609810266884,1.5149541202830794,-0.2903905434336017,Trajectory_1
21,18.926300936042832,217.81948487143123,-0.4166075547289073,1.5561889055846998,-0.26157633848505,Trajectory_1
22,18.50133401913006,219.37096125948716,-0.43332627909663735,1.5467638705271904,-0.27314802088075835,Trajectory_1
23,18.07989291573913,220.90687046415837,-0.40955592768522375,1.525054538815213,-0.2623614127977072,Trajectory_1
24,17.70006466129358,222.4209399720685,-0.35010058120587895,1.5030844770050455,-0.2288412593862921,Trajectory_1
25,17.301086727550736,223.8964991143607,-0.44785528627981364,1.4480338075793038,-0.2999533200639543,Trajectory_1
26,16.852366720852007,225.37838749947292,-0.4495847271176425,1.5157429626451626,-0.28834393378297274,Trajectory_1
27,16.37429154575435,226.863124683867,-0.5065656230776767,1.453731406142992,-0.33530122814504043,Trajectory_1
28,15.853883122833427,228.37371912203542,-0.53425122276417,1.5674574701938793,-0.32849071104520394,Trajectory_1
29,15.313607284306453,229.9196228807356,-0.5463004542897787,1.5243500472064717,-0.3441229629589694,Trajectory_1
30,14.761127740891453,231.41862971316363,-0.5586586325402223,1.4736636176495985,-0.36235603820602896,Trajectory_1
31,14.193746417491953,232.86592569198706,-0.5761040142587762,1.4209283399972772,-0.38518892675161887,Trajectory_1
32,13.606200026349438,234.25956715571172,-0.5989887680262576,1.3663545874520338,-0.41315265896332704,Trajectory_1
33,12.99170793658037,235.5991574572514,-0.6299954115118758,1.3128260156273253,-0.4474202515229622,Trajectory_1
34,12.346702078955339,236.88120388394293,-0.6600163037381879,1.2512668377556713,-0.48538795648955635,Trajectory_1
35,11.674513471398786,238.09958321370425,-0.6843609113749213,1.1854918217669312,-0.5235461938981533,Trajectory_1
36,10.975690839898498,239.24985738751724,-0.713284351625654,1.1150565258590177,-0.5690893210278649,Trajectory_1
37,10.253665094767605,240.33284038782907,-0.7307671386361294,1.0509094747646568,-0.6076093917442327,Trajectory_1
38,9.512642561879103,241.35437058147394,-0.7512779271408774,0.9921509125250844,-0.6481068229783706,Trajectory_1
39,8.751133677485377,242.32148743365127,-0.7717398416465726,0.9420827918295539,-0.6863299724595273,Trajectory_1
40,7.998786268964488,243.27256417111224,-0.7329549753952046,0.9600706830923549,-0.6520464531084473,Trajectory_1
41,7.279251958561067,244.22451525890168,-0.7061136454116366,0.9438314924864936,-0.6423066245143385,Trajectory_1
